orden;sitios;codigo;fecha;Año;Campaña;tem_agua;tem_aire;od;ph;olores;color;espumas;mat_susp;colif_fecales_ufc_100ml;escher_coli_ufc_100ml;enteroc_ufc_100ml;nitrato_mg_l;nh4_mg_l;p_total_l_mg_l;fosf_ortofos_mg_l;dbo_mg_l;dqo_mg_l;turbiedad_ntu;hidr_deriv_petr_ug_l;cr_total_mg_l;cd_total_mg_l;clorofila_a_ug_l;microcistina_ug_l;ica;calidad_de_agua
29;Pejerrey Club 400 m;QU063;7/8/2019;2019;invierno;-;8.87;;8.12;Ausencia;Ausencia;Ausencia;Ausencia;2000;500;20;9.8;0.91;0.1;0.42;4;59;81;<50;<0.006;<0.002;0.5;10;60;Muy deteriorada
30;Calle 14 y Costa - Salida cloaca;BZ078;7/8/2109;2019;invierno;11.6;7.62;;7.85;Ausencia;Ausencia;Ausencia;Presencia;24000;15500;6800;10.5;2.46;0.24;0.24;12;71;62;<50;<0.006;<0.002;0.5;10;38;Extremadamente deteriorada
31;Puerto Trinidad calle 47;BZ077;7/8/2109;2019;invierno;12.9;8.82;;7.65;Ausencia;Ausencia;Ausencia;Presencia;8000;700;10;9.1;2.32;0.13;0.13;8;144;36;-;<0.006;<0.002;0.5;10;50;Muy deteriorada
32;Costanera Hudson Calle 63;BZ080;7/8/2109;2019;invierno;11.3;10.02;;7.69;Ausencia;Ausencia;Ausencia;Presencia;8400;1300;350;9.3;1.63;0.36;0.36;8;51;79;<50;<0.006;<0.002;0.5;10;47;Muy deteriorada
33;Camping Eva Perón;EN081;7/8/2019;2019;invierno;11.9;11.14;;8.69;Ausencia;Ausencia;Ausencia;Ausencia;5000;800;700;8.6;1.02;0.57;0.57;6;82;75;94;<0.006;<0.002;0.5;10;46;Muy deteriorada
34;Toma de agua Club de Pesca;EN082;7/8/2019;2019;invierno;19.12;9.33;;8.44;Ausencia;Presencia;Ausencia;Ausencia;2400;200;10;7.8;1.06;0.38;0.53;10;105;46;60;<0.006;<0.002;0.5;10;55;Muy deteriorada
35;Arroyo El Gato;EN083;7/8/2019;2019;invierno;13.1;3.88;;7.82;Ausencia;Ausencia;Ausencia;Ausencia;11800;9000;2800;6.3;4.51;0.1;0.12;12;74;67;<50;<0.006;<0.002;0.5;10;39;Extremadamente deteriorada
36;Ensenada Prefectura Isla Santiago;EN084;7/8/2019;2019;invierno;12.4;9.47;;8.16;Ausencia;Ausencia;Ausencia;Ausencia;800;700;70;7.4;0.9;0.25;0.25;16;51;46;<50;<0.006;<0.002;0.5;10;62;Muy deteriorada
37;Balneario Palo Blanco;BS092;15/5/2019;2019;invierno;9;9.41;;7.62;Ausencia;Ausencia;Ausencia;Presencia;20500;17800;8750;6;1.93;0.2;1.35;10;86;22;-;<0.006;<0.002;0.5;10;38;Extremadamente deteriorada
38;Diagonal 66 (descarga cloaca);BS095;15/5/2019;2019;invierno;8;9.41;;7.75;Presencia;Presencia;Presencia;Presencia;247500;210000;41600;5.3;4.47;0.34;0.34;12;55;24;<50;<0.006;<0.002;0.5;10;29;Extremadamente deteriorada
39;Playa La Bagliardi;BS091;15/5/2019;2019;invierno;7;7.01;;7.84;Ausencia;Ausencia;ausencia;Presencia;1400;900;250;9.1;0.4;0.13;0.48;28;118;31;<50;<0.006;<0.002;0.5;10;54;Muy deteriorada
40;Balneario Municipal;BS094;15/5/2019;2019;invierno;7;9.72;;8.14;Ausencia;Presencia;Ausencia;Presencia;4800;4400;1150;5.8;0.12;0.15;0.18;16;114;73;145;<0.006;<0.002;0.5;10;41;Extremadamente deteriorada
41;Playa La Balandra;BS093;15/5/2019;2019;invierno;7;9.4;;8.52;Ausencia;Ausencia;Ausencia;Presencia;14000;5600;3350;7.3;0.81;0.16;0.18;14;67;60;103;<0.006;<0.002;0.5;10;35;Extremadamente deteriorada
1;Canal Villanueva y Río Luján;TI001; 29/10/2019;2019;primavera;21.2;8;;7.74;Ausencia;Ausencia;Ausencia;Ausencia;800;300;100;3;0.049;0.27;0.48;18;49;89;49;<0.006;<0.002;0.5;10;61;Muy deteriorada
2;Río Lujan y Arroyo Caraguatá;TI006; 29/10/2019;2019;primavera;21.7;2.34;;7.46;Ausencia;Ausencia;Ausencia;Ausencia;4200;2300;1000;2.8;2.17;0.35;1.18;24;60;40;49;<0.006;<0.002;0.5;10;43;Extremadamente deteriorada
3;Canal Aliviador y Río Lujan;TI002; 29/10/2019;2019;primavera;21.6; 3.58;;7.47;Ausencia;Ausencia;Ausencia;Ausencia;4000;2200;1300;2.9;1.94;0.56;0.56;24;49;42;49;<0.006;<0.002;0.5;10;44;Extremadamente deteriorada
4;Río Carapachay y Arroyo Gallo Fiambre;TI003; 29/10/2019;2019;primavera;21.4;3.69;;7.46;Ausencia;Ausencia;Ausencia;Ausencia;6400;3000;1050;2.9;1.35;0.31;0.48;18;47;49;49;<0.006;<0.002;0.5;10;43;Extremadamente deteriorada
5;Río Reconquista y Río Lujan;TI004; 29/10/2019;2019;primavera;21.3;3.57;;7.43;Ausencia;Ausencia;Ausencia;Ausencia;16500;2000;800;3.6;1.51;0.62;0.62;20;42;58;49;<0.006;<0.002;0.7;10;34;Extremadamente deteriorada
6;Rio Tigre 100m antes del Rio Luján;TI005; 29/10/2019;2019;primavera;21.7;1.67;;7.5;Ausencia;Ausencia;Ausencia;Ausencia;5500;5000;2200;3.3;2;0.56;0.6;24;46;56;49;<0.006;<0.002;0.5;10;41;Extremadamente deteriorada
7;Río Lujan y Canal San Fernando;TI007; 29/10/2019;2019;primavera;21.4;4.25;;7.47;Ausencia;Ausencia;Ausencia;Ausencia;12200;5300;3300;2.8;2.93;0.38;0.8;24;47;35;93;<0.006;<0.002;0.5;10;37;Extremadamente deteriorada
8;Río Capitán y Río San Antonio;TI008; 29/10/2019;2019;primavera;21.6;7.83;;7.57;Ausencia;Ausencia;Ausencia;Ausencia;1200;400;200;3;0.049;0.48;0.58;14;47;82;59;<0.006;<0.002;0.5;10;55;Muy deteriorada
9;Arroyo Abra Vieja y Santa Rosa;TI009; 29/10/2019;2019;primavera;21.5;7.91;;7.65;Ausencia;Ausencia;Ausencia;Ausencia;800;400;150;2.1;0.049;0.56;0.83;4;19;69;49;<0.006;<0.002;0.5;10;58;Muy deteriorada
10;Del Arca;SF015; 29/10/2019;2019;primavera;20.5;5.2;;7.59;Ausencia;Ausencia;Ausencia;Presencia;6400;3100;3300;3.3;0.9;0.42;1.7;11;23;62;49;<0.006;<0.002;0.5;10;40;Extremadamente deteriorada
11;Espigón La Farola;SI021; 29/10/2019;2019;primavera;;;;;;;;;;;;;;;;;;;;;;;;;
12;Reserva Ecológica;SI022; 29/10/2019;2019;primavera;21.6;7.05;;7.85;Ausencia;Ausencia;Ausencia;Ausencia;34200;17200;5750;7.1;1.24;0.56;0.77;2;44;76;49;<0.006;<0.002;0.5;10;41;Extremadamente deteriorada
13;Playa Espigón de Pacheco;SI024; 29/10/2019;2019;primavera;21.6;7.26;;7.97;Ausencia;Ausencia;Ausencia;Ausencia;22600;8500;3400;7.4;0.7;0.21;0.4;22;43;60;49;<0.006;<0.002;0.5;10;40;Extremadamente deteriorada
14;Perú Puente;SI023; 29/10/2019;2019;primavera;21.4;2.4;;7.57;Ausencia;Ausencia;Presencia;Ausencia;296000;261000;23900;12.6;3.28;0.11;0.29;24;43;22;60;<0.006;<0.002;0.5;10;32;Extremadamente deteriorada
15;Reserva Barrio El Ceibo ;VL033;30/10/2019;2019;primavera;20.8;8.1;;7.64;Ausencia;Ausencia;Ausencia;Ausencia;6400;3500;700;5.7;0.47;0.32;0.32;8;33;53;77;<0.006;<0.002;0.5;10;48;Muy deteriorada
16;Puerto de Olivos Espigón;VL032;30/10/2019;2019;primavera;20.1;8;;7.31;Ausencia;Ausencia;Ausencia;Ausencia;12000;9200;2100;7.6;0.3;0.27;0.5;8;29;52;49;<0.006;<0.002;0.5;10;44;Extremadamente deteriorada
17;Costa y Melo;VL031;30/10/2019;2019;primavera;20.5;7.4;;7.74;Ausencia;Ausencia;Ausencia;Ausencia;81000;39000;12200;5.5;0.14;0.42;1.18;24;46;85;49;<0.006;<0.002;0.5;10;40;Extremadamente deteriorada
18;Parque de los Niños;CA041;30/10/2019;2019;primavera;20.5;6.3;;7.6;;;;;2800;2800;1600;9;0.72;;0.312;4.9;49;57;;<0.02;<0.002;0.5;10;43;Extremadamente deteriorada
19;Costanera Norte - Espigón Abanico;CA044;30/10/2019;2019;primavera;21.3;5.2;;7.8;;;;;740;740;6400;9;0.95;;0.175;4.9;49;83;;<0.02;<0.002;0.5;10;40;Extremadamente deteriorada
20;Club de Pescadores;CA046;30/10/2019;2019;primavera;21.4;3.6;;7.7;;;;;32000;24000;9500;9;2.54;;0.197;4.9;49;63;;<0.02;<0.002;0.5;10;35;Extremadamente deteriorada
21;Reserva Ecológica Costanera Sur - Playita;CA047;30/10/2019;2019;primavera;20.5;6.3;;8.2;;;;;4500;4500;390;9;0.99;;0.263;4.9;49;86;;<0.02;<0.002;0.5;10;44;Extremadamente deteriorada
22;Escollera de Propaneros;AV054;6/11/2019;2019;primavera;22.9;2.76;;7;Ausencia;Ausencia;Ausencia;Ausencia;7800;4500;1850;11.3;1.2;0.38;0.5;8;15;70;49;<0.006;<0.002;0.5;10;43;Extremadamente deteriorada
23;Polo Petroquímico Dock Sud;AV051;6/11/2019;2019;primavera;22.8;4.63;;7.54;Ausencia;Ausencia;Ausencia;Ausencia;20800;11500;3600;9.6;1.6;0.36;0.37;8;28;46;49;<0.006;<0.002;0.5;10;40;Extremadamente deteriorada
24;Arroyo Sarandí;AV052;6/11/2019;2019;primavera;22.9;4.57;;7.72;Ausencia;Ausencia;Ausencia;Ausencia;7800;2000;1050;10.9;1.2;0.48;0.5;5;26;60;49;<0.006;<0.002;0.5;10;45;Muy deteriorada
25;Costa de Villa Domínico     ;AV055;6/11/2019;2019;primavera;26.7;4.91;;7.85;Ausencia;Ausencia;Ausencia;Ausencia;14000;7900;1800;14.8;1.3;0.25;0.36;26;46;44;49;<0.006;<0.002;0.5;10;40;Extremadamente deteriorada
26;Arroyo Santo Domingo;AV053;6/11/2019;2019;primavera;24.3;6.97;;7.97;Ausencia;Ausencia;Ausencia;Ausencia;14000;4000;1050;11.1;2.4;0.54;0.54;13;43;61;49;<0.006;<0.002;0.5;10;43;Extremadamente deteriorada
27;Espora 400 m;QU061;30/10/2019;2019;primavera;;;;;;;;;6200;600;150;9;0.65;0.46;0.6;20;52;84;49;<0.006;<0.002;0.5;10;38;Extremadamente deteriorada
28;Náutico 400 m;QU062;30/10/2019;2019;primavera;;;;;;;;;8000;5100;950;12.6;0.41;0.42;0.42;9;42;67;49;<0.006;<0.002;0.5;10;42;Extremadamente deteriorada
29;Pejerrey Club 400 m;QU063;30/10/2019;2019;primavera;;;;;;;;;29000;24600;5200;8.4;1.17;0.33;0.33;6;13;54;71;<0.006;<0.002;0.5;10;32;Extremadamente deteriorada
30;Calle 14 y Costa - Salida cloaca;BZ078;30/10/2019;2019;primavera;22.5;6.2;;7.71;Ausencia;Ausencia;Ausencia;Ausencia;16200;8400;3700;12.8;0.88;0.56;0.83;6;13;101;49;<0.006;<0.002;0.5;21.3;42;Extremadamente deteriorada
31;Puerto Trinidad calle 47;BZ077;30/10/2019;2019;primavera;20.5;7.86;;7.43;Ausencia;Ausencia;Ausencia;Ausencia;49500;6100;1100;11.3;0.14;0.96;1.1;8;24;101;49;<0.006;<0.002;0.5;12.8;40;Extremadamente deteriorada
32;Costanera Hudson Calle 63;BZ080;30/10/2019;2019;primavera;19.2;8.56;;7.37;Ausencia;Ausencia;Ausencia;Ausencia;4000;1400;150;10;0.049;0.66;0.66;6;11;91;49;<0.006;<0.002;0.5;10.1;43;Extremadamente deteriorada
33;Camping Eva Perón;EN081;30/10/2019;2019;primavera;19.2;9.04;;8.72;Ausencia;Ausencia;Ausencia;Ausencia;6000;500;550;27;0.36;0.56;1.05;5;17;78;49;<0.006;<0.002;0.5;10;48;Muy deteriorada
34;Toma de agua Club de Pesca;EN082;30/10/2019;2019;primavera;19.6;5.27;;8.22;Ausencia;Ausencia;Ausencia;Ausencia;600;99;10;8.9;0.35;0.42;0.42;4;33;76;49;<0.006;<0.002;0.5;10;71;Deteriorada
35;Arroyo El Gato;EN083;30/10/2019;2019;primavera;19.6;5.27;;8.22;Ausencia;Ausencia;Ausencia;Ausencia;19400;14900;3850;5.7;4.3;0.38;0.38;8;17;24;49;<0.006;<0.002;0.5;10;41;Extremadamente deteriorada
36;Ensenada Prefectura Isla Santiago;EN084;30/10/2019;2019;primavera;19.9;6.21;;8.05;Ausencia;Ausencia;Ausencia;Ausencia;2200;2000;550;8.6;0.35;0.22;0.25;8;15;55;49;<0.006;<0.002;0.5;10;55;Muy deteriorada
37;Balneario Palo Blanco;BS092;30/10/2019;2019;primavera;12.4;6.28;;7.72;Ausencia;Ausencia;Ausencia;Ausencia;22200;10500;4200;5.5;4.05;0.6;0.6;5;37;6.5;49;<0.006;<0.002;0.5;12.2;39;Extremadamente deteriorada
38;Diagonal 66 (descarga cloaca);BS095;30/10/2019;2019;primavera;12;5.03;;7.77;Presencia;Presencia;Presencia;Presencia;300001;300001;80600;6.5;5.5;0.68;0.68;8;37;8.9;49;<0.006;<0.002;0.5;10;32;Extremadamente deteriorada
39;Playa La Bagliardi;BS091;30/10/2019;2019;primavera;12.2;4.66;;7.7;Ausencia;Ausencia;Ausencia;Ausencia;165400;124000;14500;6.9;6.18;0.66;0.66;7;20;7.6;49;<0.006;<0.002;0.5;12.8;36;Extremadamente deteriorada
40;Balneario Municipal;BS094;30/10/2019;2019;primavera;13;5.44;;7.71;Ausencia;Ausencia;Ausencia;Ausencia;21400;19400;4900;6.6;3.77;0.57;0.5;8;33;8.1;49;<0.006;<0.002;0.5;11.2;39;Extremadamente deteriorada
41;Playa La Balandra;BS093;30/10/2019;2019;primavera;12.3;6;;7.63;Ausencia;Ausencia;Ausencia;Ausencia;29200;18500;4100;8.4;3.5;0.81;0.81;5;17;6.2;49;<0.006;<0.002;0.5;10;41;Extremadamente deteriorada
