orden;sitios;codigo;fecha;Año;Campaña;tem_agua;tem_aire;od;ph;olores;color;espumas;mat_susp;colif_fecales_ufc_100ml;escher_coli_ufc_100ml;enteroc_ufc_100ml;nitrato_mg_l;nh4_mg_l;p_total_l_mg_l;fosf_ortofos_mg_l;dbo_mg_l;dqo_mg_l;turbiedad_ntu;hidr_deriv_petr_ug_l;cr_total_mg_l;cd_total_mg_l;clorofila_a_ug_l;microcistina_ug_l;ica;calidad_de_agua
41;Playa La Balandra;BS093;15/8/2018;2018;invierno;11.3;;10.56;8.35;presencia;ausencia ;presencia;presencia;400;400;80;6.3;0.19;0.23;1.26;14;68;59;81;0.005;0.001;12.8;<0.50;43;Deteriorada
1;Canal Villanueva y Río Luján;TI001;29/10/2018;2018;primavera;22;;7.8;7.02;ausencia;ausencia;ausencia;ausencia;400;100;40;1.8;<0.05;0.1;0.49;10;36;80;<50;<0.006;0.002;<10;<0.5;67;Extremadamente deteriorada
2;Río Lujan y Arroyo Caraguatá;TI006;29/10/2018;2018;primavera;23.4;;6.4;6.93;ausencia;ausencia;ausencia;ausencia;7200;4800;1200;3.1;0.73;0.12;0.49;12;45;58;<50;<0.006;0.002;<10;<0.5;43;Extremadamente deteriorada
3;Canal Aliviador y Río Lujan;TI002;29/10/2018;2018;primavera;22.6;;6.2;7.04;ausencia;ausencia;ausencia;ausencia;5500;3800;850;3.3;0.66;0.83;0.83;10;16;59;74;<0.006;0.002;<10;<0.5;44;Muy deteriorada
4;Río Carapachay y Arroyo Gallo Fiambre;TI003;29/10/2018;2018;primavera;22.4;;5.9;7.05;ausencia;ausencia;ausencia;ausencia;8800;6000;900;3;0.65;0.16;0.16;10;21;54;<50;<0.006;0.002;<10;<0.5;45;Extremadamente deteriorada
5;Río Reconquista y Río Lujan;TI004;29/10/2018;2018;primavera;22.6;;5.2;7.11;ausencia;ausencia;ausencia;ausencia;24600;16900;4450;3.2;2.21;0.27;0.33;14;26;59;<50;<0.006;0.002;<10;0.7;37;Extremadamente deteriorada
6;Rio Tigre 100m antes del Rio Luján;TI005;29/10/2018;2018;primavera;22.3;;5;7;ausencia;ausencia;ausencia;ausencia;38000;22000;5000;3.5;1.88;0.29;1.66;16;30;53;<50;<0.006;0.002;<10;<0.5;38;Extremadamente deteriorada
7;Río Lujan y Canal San Fernando;TI007;29/10/2018;2018;primavera;22.4;;5.5;6.87;ausencia;ausencia;ausencia;ausencia;16000;10800;2050;2.2;2.2;0.27;0.99;8;14;61;<50;<0.006;0.002;<10;<0.5;42;Muy deteriorada
8;Río Capitán y Río San Antonio;TI008;29/10/2018;2018;primavera;22.3;;7.7;6.75;ausencia;ausencia;ausencia;ausencia;1000;49;90;5.2;<0.05;0.8;1.66;8;19;72;<50;<0.006;0.002;<10;<0.5;52;Deteriorada
9;Arroyo Abra Vieja y Santa Rosa;TI009;29/10/2018;2018;primavera;23.2;;6.8;6.71;ausencia;ausencia;ausencia;ausencia;600;200;<10;2.3;<0.05;0.1;0.1;6;11;71;160;<0.006;0.002;<10;<0.5;75;Extremadamente deteriorada
10;Del Arca;SF015;7/11/2018;2018;primavera;22.6;;6.22;7.26;ausencia;ausencia;presencia;ausencia;18400;14700;750;5.7;0.69;0.38;0.83;20;30;52;<50;<0.006;0.002;<10;<0.5;38;Muy deteriorada
11;Espigón La Farola;SI021;7/11/2018;2018;primavera;22.9;;8.61;8.01;ausencia;ausencia;ausencia;ausencia;1400;400;100;3.9;0.48;0.41;1.16;15;25;54;<50;<0.006;0.002;<10;<0.5;51;Extremadamente deteriorada
12;Reserva Ecológica;SI022;7/11/2018;2018;primavera;22.9;;7.4;7.57;ausencia;ausencia;ausencia;ausencia;1800;1300;500;4.6;0.44;0.34;3.66;18;37;49;<50;<0.006;0.002;<10;<0.5;44;Muy deteriorada
13;Playa Espigón de Pacheco;SI024;7/11/2018;2018;primavera;22.4;;8.17;7.91;ausencia;ausencia;ausencia;ausencia;5400;1200;50;6.1;0.55;0.46;0.66;12;24;46;<50;<0.006;0.002;<10;<0.5;48;Extremadamente deteriorada
14;Perú Puente;SI023;7/11/2018;2018;primavera;22.5;;3.65;7.48;ausencia;ausencia;ausencia;presencia;7200;6400;600;15;0.88;0.57;0.57;8;13;25;<50;<0.006;0.002;<10;<0.5;41;Extremadamente deteriorada
15;Reserva Barrio El Ceibo ;VL033;7/11/2018;2018;primavera;21.9;;8.3;7.45;ausencia;ausencia;ausencia;presencia;4600;3400;350;4.4;0.38;0.39;4.33;17;28;35;<50;<0.006;0.002;<10;<0.5;41;Muy deteriorada
16;Puerto de Olivos Espigón;VL032;7/11/2018;2018;primavera;21.8;;7.8;6.88;ausencia;ausencia;ausencia;presencia;3600;1800;200;5.4;0.32;0.22;1.16;16;35;56;<50;<0.006;0.002;<10;<0.5;46;Extremadamente deteriorada
17;Costa y Melo;VL031;7/11/2018;2018;primavera;20.9;;8.3;7.14;ausencia;ausencia;ausencia;ausencia;21000;17500;3500;5.1;0.74;0.31;0.66;15;23;69;<50;<0.006;0.002;<10;<0.5;39;Extremadamente deteriorada
18;Parque de los Niños;CA041;31/10/2018;2018;primavera;21.6;;7.3;7.3;;;;;64000;23000;9700;5;<0.1;0;0.49;<5;45;251;;<0.02;0.002;<10;<0.5;36;Extremadamente deteriorada
19;Costanera Norte - Espigón Abanico;CA044;31/10/2018;2018;primavera;21.1;;9;7.6;;;;;18000;11000;4800;5;<0.1;0;0.062;<5;43;241;;<0.02;0.002;<10;<0.5;37;Extremadamente deteriorada
20;Club de Pescadores;CA046;31/10/2018;2018;primavera;21.5;;4;7.2;;;;;160000;7000;61000;<2;<0.1;0;0.045;<5;52;230;;<0.02;0.002;<10;<0.5;32;Muy deteriorada
21;Reserva Ecológica Costanera Sur - Playita;CA047;31/1/2018;2018;primavera;22.4;;4.8;7.5;;;;;1100;1000;110;<2;<0.1;0;0.02;<5;34;191;;<0.02;0.002;<10;<0.5;57;Muy deteriorada
22;Escollera de Propaneros;AV054;7/11/2018;2018;primavera;22.9;;6.78;6.4;ausencia;ausencia;ausencia;ausencia;2000;500;150;3.3;0.77;0.2;0.66;10;16;39;<50;<0.006;0.002;<10;<0.5;52;Muy deteriorada
23;Polo Petroquímico Dock Sud;AV051;7/11/2018;2018;primavera;22.7;;8.39;6.4;ausencia;ausencia;ausencia;ausencia;3200;1600;150;5.1;0.62;0.29;0.66;12;23;45;<50;<0.006;0.002;<10;<0.5;47;Deteriorada
24;Arroyo Sarandí;AV052;7/11/2018;2018;primavera;22.5;;8.64;6.4;ausencia;ausencia;ausencia;ausencia;600;300;<10;3.1;0.72;0.11;0.16;14;23;41;<50;<0.006;0.002;<10;<0.5;67;Muy deteriorada
25;Costa de Villa Domínico     ;AV055;7/11/2018;2018;primavera;22.1;;9.43;6.5;ausencia;ausencia;ausencia;ausencia;600;600;<10;4.6;0.62;0.24;0.33;18;25;32;230;<0.006;0.002;<10;<0.5;59;Muy deteriorada
26;Arroyo Santo Domingo;AV053;7/11/2018;2018;primavera;22.1;;8.46;6.6;ausencia;ausencia;ausencia;ausencia;1800;700;<10;3.9;0.6;0.31;1.16;8;13;45;<50;<0.006;0.002;<10;<0.5;53;Muy deteriorada
27;Espora 400 m;QU061;7/11/2018;2018;primavera;18;;7.67;7.43;ausencia;ausencia;ausencia;presencia;2600;600;<10;4.1;0.82;0.36;0.66;10;16;50;50;<0.006;0.002;<10;<0.5;54;Muy deteriorada
28;Náutico 400 m;QU062;7/11/2018;2018;primavera;18;;6.87;7.07;ausencia;ausencia;ausencia;presencia;400;400;<10;5.6;0.62;0.92;1.33;12;20;56;<50;<0.006;0.002;<10;<0.5;50;Extremadamente deteriorada
29;Pejerrey Club 400 m;QU063;7/11/2018;2018;primavera;18;;8.91;8.26;ausencia;ausencia;presencia;presencia;3000;2500;600;7.2;0.29;0.18;0.83;20;42;40;82;<0.006;0.002;20;<0.5;44;Muy deteriorada
30;Calle 14 y Costa - Salida cloaca;BZ078;7/11/2018;2018;primavera;20.7;;8.82;7.93;ausencia;ausencia;ausencia;ausencia;4400;2600;750;5.6;0.25;0.24;0.24;26;48;95;50;<0.006;0.002;35;<0.5;49;Muy deteriorada
31;Puerto Trinidad calle 47;BZ077;7/11/2018;2018;primavera;21.8;;8.72;8.66;ausencia;ausencia;ausencia;presencia;1200;1200;500;5.2;0.26;0.22;0.83;4;15;70;<50;<0.006;0.002;24;<0.5;49;Muy deteriorada
32;Costanera Hudson Calle 63;BZ080;7/11/2018;2018;primavera;20.7;;8.82;7.93;ausencia;ausencia;ausencia;ausencia;2400;1800;550;6.4;0.2;0.1;0.16;16;32;65;<50;<0.006;0.002;16;<0.5;53;Muy deteriorada
33;Camping Eva Perón;EN081;7/11/2018;2018;primavera;21.2;;8.83;8.28;ausencia;ausencia;ausencia;ausencia;400;200;<10;6.7;0.22;0.2;0.83;12;26;52;<50;<0.006;0.002;<10;<0.5;59;Deteriorada
34;Toma de agua Club de Pesca;EN082;7/11/2018;2018;primavera;21.7;;6.01;7.81;ausencia;ausencia;ausencia;ausencia;400;100;<10;6.9;0.42;0.55;0.55;18;59;31;<50;<0.006;0.002;<10;<0.5;66;Muy deteriorada
35;Arroyo El Gato;EN083;7/11/2018;2018;primavera;21.8;;5.16;7.69;ausencia;ausencia;ausencia;ausencia;200;200;<10;8.9;0.63;0.1;0.35;20;42;39;77;<0.006;0.002;12;<0.5;63;Deteriorada
36;Ensenada Prefectura Isla Santiago;EN084;7/11/2018;2018;primavera;21;;6.49;7.81;ausencia;ausencia;ausencia;ausencia;1400;500;20;6.9;0.2;0.1;0.33;6;11;31;<50;<0.006;0.002;<10;<0.5;66;Extremadamente deteriorada
37;Balneario Palo Blanco;BS092;7/11/2018;2018;primavera;10;;7.1;7.8;ausencia;ausencia;ausencia;ausencia;4600;4500;650;8.6;0.5;0.27;2.99;14;25;23;<50;<0.006;0.002;14;<0.5;43;Extremadamente deteriorada
38;Diagonal 66 (descarga cloaca);BS095;7/11/2018;2018;primavera;10;;5.65;7.55;ausencia;ausencia;ausencia;ausencia;5500;1800;600;31;0.81;0.1;1.66;14;25;55;<50;<0.006;0.002;<10;<0.5;43;Extremadamente deteriorada
39;Playa La Bagliardi;BS091;7/11/2018;2018;primavera;10;;7.4;8.75;ausencia;ausencia;ausencia;ausencia;3800;1300;300;3.9;0.54;0.1;1.83;14;20;35;<50;<0.006;0.002;<10;<0.5;42;Muy deteriorada
40;Balneario Municipal;BS094;7/11/2018;2018;primavera;10;;7.55;7.85;ausencia;ausencia;ausencia;ausencia;600;150;<10;2.4;0.17;0.1;0.83;12;23;69;<50;<0.006;0.002;13;<0.5;59;Muy deteriorada
41;Playa La Balandra;BS093;7/11/2018;2018;primavera;10;;9.2;7.89;ausencia;ausencia;ausencia;ausencia;1000;300;50;2.6;0.17;0.1;0.99;14;20;55;<50;<0.006;0.002;12;<0.5;54;
